id,Time_Entered_Page,Time_Left_Page,bill_first_name,billing_last_name,billing_address_1,billing_address_2,billing_city,billing_state,billing_zip,billing_email,billing_confirm_email,billing_phone,ship_different_address,shipping_first_name,shipping_last_name,shipping_address_1,shipping_address_2,shipping_city,shipping_state,shipping_zip,account_username,account_password,add_delivery_note,product_size,product_quality,cart_subtotal,applied_coupon,sales_tax,order_total,add_coupon_click,coupon_code
1034,"Sat Mar 28 2015 14:46:57 ","Sat Mar 28 2015 14:47:09 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035,"Sat Mar 28 2015 14:49:19 ","Sat Mar 28 2015 14:50:09 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1036,"Sat Mar 28 2015 14:47:10 ","Sat Mar 28 2015 14:49:41 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1037,"Sat Mar 28 2015 14:50:11 ","Sat Mar 28 2015 14:51:00 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1038,"Sat Mar 28 2015 14:51:01 ","Sat Mar 28 2015 14:51:05 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1039,"Sat Mar 28 2015 14:51:07 ","Sat Mar 28 2015 14:51:10 ",,,,,,,,,,,1,,,,,,,,,,,"14x24x1, ",Good,$10.71,,$0.88,$11.59,,
1040,"Sat Mar 28 2015 14:49:43 ","Sat Mar 28 2015 14:50:34 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041,"Sat Mar 28 2015 14:50:36 ","Sat Mar 28 2015 14:51:10 ",,,,,,,,,,,1,,,,,,,,,,,"25x32x1, ",Good,$140.00,,$9.24,$121.24,,
1042,"Sat Mar 28 2015 14:51:12 ","Sat Mar 28 2015 14:51:28 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1043,"Sat Mar 28 2015 14:51:30 ","Sat Mar 28 2015 14:51:38 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1044,"Sat Mar 28 2015 14:51:39 ","Sat Mar 28 2015 14:52:01 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1045,"Sat Mar 28 2015 14:52:03 ","Sat Mar 28 2015 14:52:53 ",,,,,,,,,,,1,,,,,,,,,,,"25x32x1, ",Better,$169.90,,$11.21,$147.11,,
1046,"Sat Mar 28 2015 14:52:56 ","Sat Mar 28 2015 14:52:58 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047,"Sat Mar 28 2015 14:52:11 ","Sat Mar 28 2015 14:53:37 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1048,"Sat Mar 28 2015 14:53:01 ","Sat Mar 28 2015 14:58:35 ",Linda,"Pratt ","1804 Narcille ",," Baytown ",TX,77520,lorisbunge@yahoo.com,lorisbunge@yahoo.com,"713 598 2005",1,,,,,,,,lorisbunge@yahoo.com,lorisbunge@yahoo.com,,"25x32x1, ",Good,$140.00,,$9.24,$121.24,,
1049,"Sat Mar 28 2015 15:21:17 ","Sat Mar 28 2015 15:21:20 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1050,"Sat Mar 28 2015 15:34:50 ","Sat Mar 28 2015 15:35:00 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1051,"Sat Mar 28 2015 15:35:02 ","Sat Mar 28 2015 15:35:14 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1052,"Sat Mar 28 2015 15:35:16 ","Sat Mar 28 2015 15:35:37 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1053,"Sat Mar 28 2015 15:35:40 ","Sat Mar 28 2015 15:35:52 ",,,,,,,,,,,1,,,,,,,,,,,"14x14x1, ",Good,$10.71,,$0.88,$11.59,,
1054,"Sat Mar 28 2015 15:35:53 ","Sat Mar 28 2015 15:35:54 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1055,"Sat Mar 28 2015 15:35:55 ","Sat Mar 28 2015 15:35:56 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1056,"Sat Mar 28 2015 15:35:58 ","Sat Mar 28 2015 15:36:10 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1057,"Sat Mar 28 2015 15:36:11 ","Sat Mar 28 2015 15:36:23 ",,,,,,,,,,,1,,,,,,,,,,,"14x14x1, ",Good,$10.71,,$0.88,$11.59,,
1058,"Sat Mar 28 2015 15:36:11 ","Sat Mar 28 2015 15:36:24 ",,,,,,,,,,,1,,,,,,,,,,,"14x14x1, ",Good,$10.71,,$0.88,$11.59,,
1059,"Sat Mar 28 2015 15:36:11 ","Sat Mar 28 2015 15:36:25 ",,,,,,,,,,,1,,,,,,,,,,,"14x14x1, ",Good,$10.71,,$0.88,$11.59,,
1060,"Sat Mar 28 2015 15:36:26 ","Sat Mar 28 2015 15:36:34 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1061,"Sat Mar 28 2015 15:36:35 ","Sat Mar 28 2015 15:36:54 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1062,"Sat Mar 28 2015 15:36:56 ","Sat Mar 28 2015 15:37:08 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1063,"Sat Mar 28 2015 17:39:22 ","Sat Mar 28 2015 17:39:31 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1064,"Sat Mar 28 2015 17:39:32 ","Sat Mar 28 2015 17:39:54 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1065,"Sat Mar 28 2015 17:39:55 ","Sat Mar 28 2015 17:39:56 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1066,"Sat Mar 28 2015 17:42:45 ","Sat Mar 28 2015 17:42:47 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1067,"Sat Mar 28 2015 17:42:49 ","Sat Mar 28 2015 17:42:51 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1068,"Sat Mar 28 2015 17:42:52 ","Sat Mar 28 2015 17:42:53 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1069,"Sat Mar 28 2015 17:49:32 ","Sat Mar 28 2015 17:49:34 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1070,"Sat Mar 28 16:57:18 EDT 2","Sat Mar 28 16:57:30 EDT 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1071,"Sat Mar 28 16:57:31 EDT 2","Sat Mar 28 16:58:53 EDT 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1072,"Sat Mar 28 16:58:55 EDT 2","Sat Mar 28 16:59:17 EDT 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1073,"Sat Mar 28 2015 16:03:52 ","Sat Mar 28 2015 16:04:01 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1074,"Sat Mar 28 2015 16:04:02 ","Sat Mar 28 2015 16:04:28 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1075,"Sat Mar 28 2015 16:04:28 ","Sat Mar 28 2015 16:04:31 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1076,"Sat Mar 28 16:59:19 EDT 2","Sat Mar 28 17:02:30 EDT 2",kevin,kist,"PO box 73",,"college corner",OH,45003,klkist@aol.com,klkist@aol.com,9318716050,1,kevin,kist,"319 ralph williams",,"prosperity ",SC,29127,klkist@aol.com,klkist@aol.com,,"18x20x1, ",Best,$133.92,,$8.84,$115.96,,
1077,"Sat Mar 28 17:03:58 EDT 2","Sat Mar 28 17:04:23 EDT 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078,"Sat Mar 28 2015 16:10:00 ","Sat Mar 28 2015 16:14:03 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1079,"Sat Mar 28 2015 16:24:43 ","Sat Mar 28 2015 16:24:46 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1080,"Sat Mar 28 2015 17:14:36 ","Sat Mar 28 2015 17:14:39 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1081,"Sat Mar 28 2015 17:14:40 ","Sat Mar 28 2015 17:16:11 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1082,"Sat Mar 28 2015 17:16:11 ","Sat Mar 28 2015 17:16:32 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1083,"Sat Mar 28 2015 17:21:27 ","Sat Mar 28 2015 17:21:36 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1084,"Sat Mar 28 2015 17:21:36 ","Sat Mar 28 2015 17:21:48 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1085,"Sat Mar 28 2015 17:21:49 ","Sat Mar 28 2015 17:21:50 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1086,"Sat Mar 28 2015 17:37:45 ","Sat Mar 28 2015 17:38:06 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1087,"Sat Mar 28 2015 17:38:08 ","Sat Mar 28 2015 17:39:16 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088,"Sat Mar 28 2015 17:39:18 ","Sat Mar 28 2015 17:39:42 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1089,"Sat Mar 28 2015 17:39:45 ","Sat Mar 28 2015 17:40:13 ",,,,,,,,,,,1,,,,,,,,,,,"20x20x2, ",Good,$9.72,,$0.80,$10.52,,
1090,"Sat Mar 28 2015 17:40:15 ","Sat Mar 28 2015 17:40:18 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1091,"Sat Mar 28 2015 18:45:22 ","Sat Mar 28 2015 18:45:30 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1092,"Sat Mar 28 2015 18:45:32 ","Sat Mar 28 2015 18:46:14 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1093,"Sat Mar 28 2015 18:46:16 ","Sat Mar 28 2015 18:46:29 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1094,"Sat Mar 28 2015 18:46:44 ","Sat Mar 28 2015 18:46:49 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1095,"Sat Mar 28 2015 18:47:46 ","Sat Mar 28 2015 18:47:50 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096,"Sat Mar 28 2015 18:45:23 ","Sat Mar 28 2015 18:45:36 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1097,"Sat Mar 28 2015 19:27:05 ","Sat Mar 28 2015 19:27:08 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1098,"Sat Mar 28 2015 20:54:39 ","Sat Mar 28 2015 20:55:14 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1099,"Sat Mar 28 2015 20:55:18 ","Sat Mar 28 2015 20:55:40 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1100,"Sat Mar 28 2015 20:55:42 ","Sat Mar 28 2015 20:55:57 ",,,,,,,,,,,1,,,,,,,,,,,"16x25x1, ",Better,$9.37,,$0.77,$10.14,,
1101,"Sat Mar 28 2015 21:11:25 ","Sat Mar 28 2015 21:11:31 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1102,"Sat Mar 28 2015 21:21:02 ","Sat Mar 28 2015 21:21:08 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1103,"Sat Mar 28 2015 22:25:06 ","Sat Mar 28 2015 22:25:26 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1104,"Sat Mar 28 2015 22:25:28 ","Sat Mar 28 2015 22:26:27 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1105,"Sat Mar 28 2015 22:26:30 ","Sat Mar 28 2015 22:27:10 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1106,"Sat Mar 28 2015 22:27:12 ","Sat Mar 28 2015 22:27:31 ",,,,,,,,,,,1,,,,,,,,,,,"20x25x5, ",Good,$15.14,,$1.25,$16.39,,
1107,"Sat Mar 28 2015 22:27:34 ","Sat Mar 28 2015 22:27:34 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1108,"Sat Mar 28 2015 22:27:35 ","Sat Mar 28 2015 22:27:38 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1109,"Sat Mar 28 2015 22:27:39 ","Sat Mar 28 2015 22:27:42 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1110,"Sat Mar 28 2015 22:27:43 ","Sat Mar 28 2015 22:27:57 ",,,,,,,,,,,1,,,,,,,,,,,"20x25x5, ",Better,$19.10,,$1.58,$20.68,,
1111,"Sat Mar 28 2015 22:27:59 ","Sat Mar 28 2015 22:28:30 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112,"Sat Mar 28 2015 22:28:31 ","Sat Mar 28 2015 22:28:46 ",,,,,,,,,,,1,,,,,,,,,,,"20x25x5, ",Best,$23.06,,$1.90,$24.96,,
1113,"Sat Mar 28 2015 21:29:20 ","Sat Mar 28 2015 21:30:03 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1114,"Sat Mar 28 2015 21:34:58 ","Sat Mar 28 2015 21:35:13 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1115,"Sat Mar 28 2015 21:46:05 ","Sat Mar 28 2015 21:46:13 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1116,"Sat Mar 28 2015 21:46:15 ","Sat Mar 28 2015 21:46:28 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1117,"Sat Mar 28 2015 21:46:30 ","Sat Mar 28 2015 21:46:35 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1118,"Sat Mar 28 2015 21:46:36 ","Sat Mar 28 2015 21:46:42 ",,,,,,,,,,,1,,,,,,,,,,,"18x20x1, ",Best,$16.74,,$1.38,$18.12,,
1119,"Sat Mar 28 2015 21:46:36 ","Sat Mar 28 2015 21:46:43 ",,,,,,,,,,,1,,,,,,,,,,,"18x20x1, ",Best,$16.74,,$1.38,$18.12,,
1120,"Sat Mar 28 2015 21:57:48 ","Sat Mar 28 2015 21:58:01 ",,,,,,,,,,,1,,,,,,,,,,,"12x20x1, ",Best,$11.83,,$0.98,$12.81,,
1121,"Sat Mar 28 2015 21:59:12 ","Sat Mar 28 2015 21:59:13 ",,,,,,,,,,,1,,,,,,,,,,,"12x20x1, ",Best,$11.83,,$0.98,$12.81,,
1122,"Sat Mar 28 2015 22:17:43 ","Sat Mar 28 2015 22:19:08 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1123,"Sat Mar 28 2015 22:19:08 ","Sat Mar 28 2015 22:19:22 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1124,"Sat Mar 28 2015 22:19:23 ","Sat Mar 28 2015 22:19:30 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1125,"Sat Mar 28 2015 22:19:31 ","Sat Mar 28 2015 22:20:40 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1126,"Sat Mar 28 2015 22:20:43 ","Sat Mar 28 2015 22:20:56 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1127,"Sat Mar 28 23:18:04 CDT 2","Sat Mar 28 23:18:30 CDT 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1128,"Sat Mar 28 23:18:31 CDT 2","Sat Mar 28 23:18:50 CDT 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1129,"Sat Mar 28 23:18:51 CDT 2","Sat Mar 28 23:18:54 CDT 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1130,"Sat Mar 28 23:18:55 CDT 2","Sat Mar 28 23:19:14 CDT 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1131,"Sat Mar 28 23:19:17 CDT 2","Sat Mar 28 23:19:48 CDT 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1132,"Sat Mar 28 2015 22:15:12 ","Sat Mar 28 2015 23:52:07 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1133,"Sat Mar 28 22:20:15 MST 2","Sat Mar 28 22:20:24 MST 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1134,"Sat Mar 28 22:20:26 MST 2","Sat Mar 28 22:20:29 MST 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1135,"Sat Mar 28 22:20:31 MST 2","Sat Mar 28 22:20:38 MST 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1136,"Sat Mar 28 22:20:40 MST 2","Sat Mar 28 22:22:35 MST 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1137,"Sat Mar 28 22:22:38 MST 2","Sat Mar 28 22:22:44 MST 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1138,"Sun Mar 29 2015 04:17:42 ","Sun Mar 29 2015 04:18:17 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1139,"Sun Mar 29 2015 04:18:18 ","Sun Mar 29 2015 04:18:57 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1140,"Sun Mar 29 2015 04:18:59 ","Sun Mar 29 2015 04:19:49 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1141,"Sun Mar 29 2015 04:19:51 ","Sun Mar 29 2015 04:21:01 ",,,,,,,,,,,1,,,,,,,,,,,"12x36x1, ",Best,$48.48,,$3.20,$41.99,,
1142,"Sun Mar 29 2015 04:21:02 ","Sun Mar 29 2015 04:21:03 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1143,"Sun Mar 29 2015 04:21:05 ","Sun Mar 29 2015 04:21:07 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1144,"Sun Mar 29 2015 04:21:07 ","Sun Mar 29 2015 04:21:13 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1145,"Sun Mar 29 2015 13:27:17 ","Sun Mar 29 2015 13:27:52 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1146,"Sun Mar 29 2015 13:27:54 ","Sun Mar 29 2015 13:28:16 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1147,"Sun Mar 29 2015 13:28:17 ","Sun Mar 29 2015 13:28:18 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1148,"Sun Mar 29 2015 07:54:10 ","Sun Mar 29 2015 07:54:55 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1149,"Sun Mar 29 2015 07:40:52 ","Sun Mar 29 2015 07:41:07 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1150,"Sun Mar 29 2015 07:41:08 ","Sun Mar 29 2015 07:41:38 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1151,"Sun Mar 29 2015 07:41:41 ","Sun Mar 29 2015 07:41:58 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1152,"Sun Mar 29 2015 07:41:59 ","Sun Mar 29 2015 07:42:20 ",,,,,,,,,,,1,,,,,,,,,,,"16x25x1, 20x25x1, ",Best,$26.73,,$2.21,$28.94,,
1153,"Sun Mar 29 2015 07:42:21 ","Sun Mar 29 2015 07:42:22 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1154,"Sun Mar 29 2015 07:42:23 ","Sun Mar 29 2015 07:42:24 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1155,"Sun Mar 29 2015 07:46:35 ","Sun Mar 29 2015 07:46:37 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1156,"Sun Mar 29 2015 09:16:13 ","Sun Mar 29 2015 09:16:19 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1157,"Sun Mar 29 2015 09:16:20 ","Sun Mar 29 2015 09:16:35 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1158,"Sun Mar 29 2015 09:16:36 ","Sun Mar 29 2015 09:17:12 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1159,"Sun Mar 29 2015 09:17:14 ","Sun Mar 29 2015 09:17:34 ",,,,,,,,,,,1,,,,,,,,,,,"12x24x1, ",Better,$9.87,,$0.81,$10.68,,
1160,"Sun Mar 29 2015 09:17:35 ","Sun Mar 29 2015 09:18:08 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1161,"Sun Mar 29 2015 09:18:08 ","Sun Mar 29 2015 09:18:34 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1162,"Sun Mar 29 2015 09:18:35 ","Sun Mar 29 2015 09:18:38 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1163,"Sun Mar 29 2015 09:18:39 ","Sun Mar 29 2015 09:19:05 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1164,"Sun Mar 29 2015 09:19:06 ","Sun Mar 29 2015 09:21:26 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1165,"Sun Mar 29 2015 09:21:28 ","Sun Mar 29 2015 09:21:35 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1166,"Sun Mar 29 2015 09:21:36 ","Sun Mar 29 2015 09:22:00 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1167,"Sun Mar 29 2015 09:22:01 ","Sun Mar 29 2015 09:22:08 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1168,"Sun Mar 29 2015 10:28:50 ","Sun Mar 29 2015 10:29:11 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1169,"Sun Mar 29 2015 10:29:12 ","Sun Mar 29 2015 10:29:27 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1170,"Sun Mar 29 2015 10:52:42 ","Sun Mar 29 2015 10:55:01 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1171,"Sun Mar 29 2015 09:56:20 ","Sun Mar 29 2015 09:56:24 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1172,"Sun Mar 29 2015 09:56:25 ","Sun Mar 29 2015 09:56:56 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1173,"Sun Mar 29 2015 09:56:58 ","Sun Mar 29 2015 09:57:25 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1174,"Sun Mar 29 2015 09:57:28 ","Sun Mar 29 2015 09:57:50 ",,,,,,,,,,,1,,,,,,,,,,,"14x25x1, 20x25x1, ",Good,$15.78,,$1.30,$17.08,,
1175,"Sun Mar 29 2015 11:01:30 ","Sun Mar 29 2015 11:01:40 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1176,"Sun Mar 29 2015 11:01:42 ","Sun Mar 29 2015 11:02:02 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1177,"Sun Mar 29 2015 11:36:24 ","Sun Mar 29 2015 11:36:48 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1178,"Sun Mar 29 2015 11:36:50 ","Sun Mar 29 2015 11:37:11 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1179,"Sun Mar 29 2015 11:37:13 ","Sun Mar 29 2015 11:37:36 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1180,"Sun Mar 29 2015 11:37:36 ","Sun Mar 29 2015 11:37:45 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1181,"Sun Mar 29 2015 11:37:46 ","Sun Mar 29 2015 11:38:01 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1182,"Sun Mar 29 2015 11:38:02 ","Sun Mar 29 2015 11:38:41 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1183,"Sun Mar 29 2015 11:38:44 ","Sun Mar 29 2015 11:39:03 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1184,"Sun Mar 29 2015 11:39:05 ","Sun Mar 29 2015 11:39:19 ",,,,,,,,,,,1,,,,,,,,,,,"16x25x1, 20x24x1, ",Better,$20.45,,$1.69,$22.14,,
1185,"Sun Mar 29 2015 11:39:21 ","Sun Mar 29 2015 11:39:21 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1186,"Sun Mar 29 2015 11:39:21 ","Sun Mar 29 2015 11:39:22 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1187,"Sun Mar 29 2015 11:39:23 ","Sun Mar 29 2015 11:39:23 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1188,"Sun Mar 29 2015 11:39:23 ","Sun Mar 29 2015 11:39:23 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1189,"Sun Mar 29 2015 11:39:25 ","Sun Mar 29 2015 11:39:27 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1190,"Sun Mar 29 2015 11:39:27 ","Sun Mar 29 2015 11:39:28 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1191,"Sun Mar 29 2015 11:47:24 ","Sun Mar 29 2015 11:47:31 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1192,"Sun Mar 29 2015 11:47:33 ","Sun Mar 29 2015 11:47:40 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1193,"Sun Mar 29 2015 11:47:23 ","Sun Mar 29 2015 11:47:37 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1194,"Sun Mar 29 2015 11:49:15 ","Sun Mar 29 2015 11:49:21 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1195,"Sun Mar 29 2015 11:49:22 ","Sun Mar 29 2015 11:49:34 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1196,"Sun Mar 29 2015 11:49:36 ","Sun Mar 29 2015 11:49:42 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1197,"Sun Mar 29 2015 11:49:44 ","Sun Mar 29 2015 11:49:50 ",,,,,,,,,,,1,,,,,,,,,,,"18x25x1, ",Best,$16.74,,$1.38,$18.12,,
1198,"Sun Mar 29 2015 11:49:44 ","Sun Mar 29 2015 11:49:51 ",,,,,,,,,,,1,,,,,,,,,,,"18x25x1, ",Best,$16.74,,$1.38,$18.12,,
1199,"Sun Mar 29 2015 11:49:52 ","Sun Mar 29 2015 11:49:53 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1200,"Sun Mar 29 2015 11:49:53 ","Sun Mar 29 2015 11:49:54 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1201,"Sun Mar 29 2015 11:54:19 ","Sun Mar 29 2015 11:54:20 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1202,"Sun Mar 29 12:06:23 CDT 2","Sun Mar 29 12:06:53 CDT 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1203,"Sun Mar 29 12:06:56 CDT 2","Sun Mar 29 12:07:57 CDT 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1204,"Sun Mar 29 12:08:00 CDT 2","Sun Mar 29 12:08:43 CDT 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1205,"Sun Mar 29 12:08:48 CDT 2","Sun Mar 29 12:09:26 CDT 2",,,,,,,,,,,1,,,,,,,,,,,"20x25x2, ",Better,$12.99,,$1.07,$14.06,,
1206,"Sun Mar 29 12:09:28 CDT 2","Sun Mar 29 12:09:29 CDT 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1207,"Sun Mar 29 12:09:30 CDT 2","Sun Mar 29 12:10:12 CDT 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1208,"Sun Mar 29 12:10:15 CDT 2","Sun Mar 29 12:10:19 CDT 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1209,"Sun Mar 29 12:10:21 CDT 2","Sun Mar 29 12:10:35 CDT 2",,,,,,,,,,,1,,,,,,,,,,,"20x25x2, ",Better,$38.97,,$2.57,$33.74,,
1210,"Sun Mar 29 12:10:37 CDT 2","Sun Mar 29 12:10:38 CDT 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
